"","GSM2577895","GSM2577932","GSM2577976","GSM2577988","GSM2578061","GSM2578072","GSM2578181","GSM2578228","GSM2578242","GSM2578442","GSM2578450","GSM2578593","GSM2578614","GSM2578635","GSM2578710","GSM2578752"
"HMHA1",9.262296,9.294963,9.827874,9.178836,9.905833,9.545168,9.470581,9.680086,9.851655,9.661366,9.576282,9.567521,9.628369,9.827176,9.724182,9.631442
"HMMR",5.427349,4.807637,4.939,5.022221,5.12528,4.9921,5.068491,4.768015,4.61065,5.023093,5.235286,6.043495,4.916239,4.735793,5.015909,5.757835
"HMOX1",9.693892,9.200851,8.932914,8.643917,8.335921,8.990832,9.615158,9.006732,8.832341,8.693408,8.821832,8.816311,8.810853,7.662532,7.842112,8.872115
"HMOX2",5.36364,5.725989,5.12452,5.876689,5.583414,4.698221,4.915122,5.470522,4.63431,5.031038,5.915859,4.694233,4.817984,4.750968,4.575989,5.573898
"HMP19",4.748473,5.401799,4.547988,4.686741,4.909635,4.870928,5.13479,4.96955,4.779824,5.805553,4.944001,4.868574,5.489514,5.198406,5.901821,4.808844
"HN1",8.857835,8.385246,8.47457,7.94811,8.053294,8.231556,8.376885,8.058708,7.777237,7.890973,8.325733,8.225957,7.878112,7.830408,8.115279,8.642167
"HN1L",5.733307,5.663705,6.087622,5.691127,5.592304,5.301329,5.713582,6.722148,5.433511,5.598603,5.925698,6.03686,5.716052,5.840399,5.942576,5.563143
"HNF1A",4.841248,4.474373,4.82803,4.782932,4.837402,4.812073,4.862025,4.580089,5.079204,4.423893,4.715003,5.085708,4.963925,4.649705,5.065695,4.729862
"HNMT",7.59176,7.111392,6.864707,7.513242,7.682849,7.325805,7.603213,6.749507,6.97445,7.461582,7.429603,7.397456,7.23161,6.766302,7.262831,7.128996
"HNRNPA0",9.276939,9.217862,9.615771,9.571012,9.562847,9.366768,9.482512,9.033606,9.35376,9.482512,9.364074,9.266944,9.206031,9.594172,9.417595,9.355933
"HNRNPA1",5.920634,5.173097,5.552066,5.194025,5.765436,5.683213,5.515858,5.358187,5.785077,5.495423,5.624321,5.756008,5.98144,5.973715,5.53589,5.697682
"HNRNPA1L2",6.164132,5.792425,6.235197,6.063194,6.025924,6.064238,6.020113,5.804329,6.301827,6.1029,5.946077,6.158528,6.286515,6.489488,6.175531,5.75957
"HNRNPA2B1",10.09316,10.36862,10.0431,10.60983,10.23809,10.49713,9.982118,10.37146,10.39769,10.42467,10.5909,10.57296,10.31333,10.28382,10.36714,10.23189
"HNRNPA3",7.05346,6.325881,6.955341,6.608108,7.029292,6.809861,7.89021,5.284536,7.538985,7.280962,6.601234,7.153331,7.339122,6.770818,7.137618,6.026456
"HNRNPA3P1",5.57372,5.344939,6.14444,5.084767,5.921626,6.01734,6.608419,5.44513,5.709641,5.9491,6.347351,5.38976,5.851982,5.396686,5.917277,5.016103
"HNRNPAB",9.258048,9.240244,9.497885,8.991459,8.730015,9.103441,8.684961,8.824299,8.883863,9.257147,8.892234,9.06025,8.979011,8.998586,9.222624,9.092077
"HNRNPC",9.486449,9.270158,9.201383,8.897674,8.926215,9.385895,9.52714,9.053768,9.926452,9.447578,9.145804,9.192685,9.845504,9.648453,9.17525,9.152427
"HNRNPCL1",4.867527,4.605585,4.80016,4.652207,4.861817,5.237971,4.491227,4.943424,5.065763,4.886136,4.812109,4.608847,4.526188,4.712575,4.920569,4.521468
"HNRNPD",12.64539,12.44482,12.48815,12.53451,12.3769,12.59335,12.4913,12.52201,12.41099,12.438,12.56468,12.55932,12.45735,12.36731,12.53619,12.49005
"HNRNPF",5.274038,5.115246,4.947608,6.465902,5.199995,5.08469,4.803864,6.030537,4.898396,4.690046,5.735187,5.488031,5.330566,5.049925,5.485096,5.768637
"HNRNPH1",11.62232,11.34579,11.08641,11.33367,11.5433,11.28947,11.19545,11.29809,11.54497,11.07592,11.83947,11.55363,11.76811,11.85843,11.64956,11.45553
"HNRNPH2",7.342912,7.721692,7.059302,7.293611,7.04711,7.562128,8.036777,6.334753,7.644575,7.826483,7.31439,7.596363,7.273506,7.363008,7.700468,7.532454
"HNRNPH3",8.952925,9.199302,8.658458,9.695152,8.828246,9.388689,9.14732,8.963427,9.138685,9.28384,9.262296,9.348917,9.290717,9.251237,9.273793,9.420388
"HNRNPK",8.442935,8.003697,8.558626,7.892892,7.996437,8.185297,8.436934,7.804517,8.272668,8.464022,8.117109,8.188177,8.122049,8.189877,8.200259,7.967382
"HNRNPL",9.364074,9.44075,9.109965,8.81586,8.813129,8.687604,9.122087,8.716125,9.533574,8.418885,9.562258,8.863787,9.365699,9.233959,8.842887,9.476846
"HNRNPM",10.73248,10.68671,10.67472,10.83688,10.29424,10.68088,10.56297,10.51392,10.83335,10.86,10.65562,10.62522,10.99932,10.88214,10.60608,10.57846
"HNRNPR",11.12792,11.02885,11.23416,11.48971,10.93551,11.40762,10.80605,11.13859,11.20768,11.40141,11.372,11.07857,11.40299,11.35804,11.12532,11.36111
"HNRNPU",7.547296,8.260141,8.050307,8.48181,8.21843,8.434289,7.99707,8.755571,7.963266,8.362958,8.759993,8.836269,8.475974,8.450211,8.132443,8.513226
"HNRNPUL1",5.709637,5.575291,5.787907,5.224781,5.677094,5.595206,5.607715,5.773285,5.630803,5.85144,5.515991,5.488946,5.730265,5.879698,5.764434,5.222105
"HNRNPUL2",8.226765,7.795141,8.342913,7.965717,8.674763,8.475408,9.290717,7.674773,8.278958,8.467869,7.985677,8.637811,7.906479,8.359328,8.046761,8.152915
"HNRPA1L-2",10.28024,10.15912,10.73534,10.02974,10.76487,10.35625,10.50619,10.25919,10.97424,10.77918,10.50047,10.27935,10.52553,10.81048,10.86577,10.00061
"HNRPA1P4",11.66259,10.72776,11.71888,10.96087,11.65715,11.10826,11.35035,11.63683,11.91594,11.38747,11.31725,11.20221,11.74188,12.06162,11.40456,10.93315
"HNRPA2B1",12.59944,12.90388,12.70196,12.99762,12.56156,12.91126,12.56156,12.51265,12.40204,12.97821,12.75975,12.82686,12.65858,12.63535,12.79133,12.82329
"HNRPC",9.297048,9.806481,9.831933,9.441315,9.542779,9.769632,9.782126,8.268428,9.620024,9.780177,9.28704,9.274306,8.937666,9.208046,9.636937,9.571012
"HNRPDL",8.872103,8.677992,9.000737,9.125248,9.242255,8.878018,8.609982,9.014152,9.171468,9.073226,8.91096,8.686129,8.919455,9.246772,9.215,9.020508
"HNRPH1",7.79658,8.064796,7.396544,7.802514,8.251384,7.700429,7.445627,7.569621,7.901115,7.564052,8.42414,8.012236,8.018515,7.91579,8.360568,7.885546
"HNRPH3",7.068124,7.373051,6.818954,7.844657,7.063796,7.678495,7.421221,7.023903,7.230803,7.981305,7.60086,7.734997,7.179608,7.221653,7.380987,7.773144
"HNRPK",9.483175,9.461717,9.471896,9.129822,9.450277,9.223129,9.644339,8.798119,9.470351,9.173741,9.338009,9.491952,9.577986,9.47136,9.351174,9.366344
"HNRPLL",6.919574,7.353202,6.966999,7.119841,7.489708,7.347919,7.507821,6.360281,7.096079,7.530273,7.778401,7.367414,6.950987,7.163027,7.353202,7.46843
"HNRPM",8.593603,8.66125,8.520775,8.43163,8.312902,8.442526,8.630274,8.383519,8.517207,8.519874,8.625737,8.368041,8.802857,8.512322,8.326394,8.656193
"HNRPR",11.03246,10.92468,11.25533,10.90447,10.87047,11.06042,10.35008,10.77252,11.10826,10.98042,11.12924,10.98413,11.35035,11.25816,10.8273,11.13055
"HNRPUL1",10.30031,10.17451,10.08228,10.34272,10.0541,10.18133,10.20483,10.17858,10.37908,10.40713,10.21909,10.11193,10.25074,10.38433,10.32481,10.12704
"HNRPUL2",9.643643,9.470581,9.635079,10.02751,9.582256,9.669509,9.462653,9.968196,9.276419,9.643042,9.669509,9.666345,9.608504,9.490892,9.738862,9.715245
"HOM-TES-103",6.790984,5.520317,5.435619,6.095435,5.344041,5.830413,5.541261,6.022903,6.399537,6.125719,5.792977,5.618833,5.675423,6.011551,6.221023,5.898313
"HOMER2",5.918285,5.541951,4.684276,5.36365,5.322626,5.610557,5.086773,4.585256,5.467132,5.049053,5.37849,4.912923,4.982588,5.501656,5.773353,4.979407
"HOMER3",6.276016,6.226466,5.562433,4.775545,4.642306,6.183354,7.644092,4.999739,5.67562,6.637436,5.846749,6.703985,5.390047,5.697376,6.019362,5.793645
"HOMEZ",4.744724,4.64404,4.739011,5.078977,4.865567,4.864816,4.829911,4.633411,4.553219,4.710431,4.826604,4.748585,5.125532,4.941166,5.472085,4.852364
"HOOK1",4.834066,5.096856,5.337129,5.545382,5.780358,4.775947,5.029377,6.150101,4.661941,5.253804,5.478505,5.212348,5.983942,5.770803,5.668664,5.999414
"HOOK2",6.040688,5.897836,5.943989,5.977531,5.944475,6.53932,6.097783,6.117238,5.822483,6.253602,5.956615,5.710909,6.197534,6.075087,6.280453,5.600097
"HOOK3",5.969718,5.965957,5.041746,5.49832,5.147188,6.277726,6.055172,5.051516,5.673242,5.299017,5.671013,5.696635,5.641178,5.545435,5.871949,5.760058
"HOPX",8.187858,7.721597,8.121164,7.587029,7.031859,7.103172,6.893343,8.263286,7.458437,7.231721,7.071848,7.515808,8.009072,7.824206,7.252942,7.516597
"HORMAD1",4.653089,5.03487,5.140115,4.507325,4.539507,5.426159,4.574467,4.692478,4.75145,4.789746,5.025187,5.092359,4.614819,4.659162,4.687953,4.595063
"HORMAD2",5.110887,4.697053,4.521416,4.481553,4.892468,4.656734,5.176676,5.002466,4.896109,4.546957,5.131773,4.908445,4.554191,4.744424,4.645025,4.673849
"HOXA1",4.909777,4.685376,4.77462,4.739722,5.024549,5.334929,4.544601,4.60773,4.977676,4.564294,4.453849,5.506775,4.465448,4.78978,5.224304,4.768256
"HOXA10",4.933249,5.438843,4.724538,5.492114,4.823973,5.156042,4.785327,4.983002,4.693764,4.844811,5.209369,5.13031,4.75868,4.966072,5.282302,5.292389
"HOXA2",4.960561,4.881603,4.764038,4.592333,4.809803,4.501637,4.686537,4.807185,5.261236,4.508829,4.422484,4.634874,5.169803,4.704098,4.935203,4.635011
"HOXA5",6.199441,6.31396,4.829019,5.120846,4.779075,5.922818,6.407139,5.303274,5.428548,7.001603,5.26796,4.626874,5.703458,5.997951,6.077149,6.217743
"HOXA6",5.459318,5.819363,5.665473,5.317507,5.590116,5.455574,5.489677,5.432902,5.321758,5.661343,5.283831,5.490805,5.849944,5.197817,5.22146,5.672421
"HOXA9",5.311515,5.56993,5.198505,5.299593,5.065625,5.303274,4.897935,5.279384,5.225266,5.815123,5.356828,5.301818,4.816073,5.15251,5.109907,5.576241
"HOXB2",6.611501,7.217291,5.524532,7.428235,7.37416,6.253866,6.653573,7.051095,7.451492,7.966861,7.622732,7.509269,7.555691,8.529902,7.895914,7.478928
"HOXB4",4.970911,5.19762,5.571007,5.0789,4.954234,4.835996,4.615811,5.049023,4.880248,4.943791,4.910783,4.732709,4.62637,5.16617,4.869926,5.313741
"HOXB5",4.771343,5.680654,4.932989,5.528753,5.080509,4.71205,5.244343,5.106074,4.688387,4.952933,4.893609,4.959232,4.713427,5.424079,5.008203,4.670202
"HOXB6",6.137353,5.481524,5.298446,5.376574,6.022912,5.719058,5.929717,5.840195,5.777392,5.496224,5.45509,5.107918,5.802247,5.961045,5.521531,5.721239
"HOXC13",5.257734,5.489348,5.729106,5.051905,4.954562,5.672607,5.088095,4.878292,5.510279,5.827931,5.086768,5.610512,5.057785,5.202996,5.421541,5.108756
"HOXC4",5.582159,5.275313,5.453749,5.100279,5.760187,4.567409,4.670072,6.472685,4.760752,4.434209,4.881866,6.043753,5.435023,5.57533,4.718882,6.061924
"HOXC6",5.655635,6.019834,5.873126,6.386346,5.612151,5.828609,6.392589,5.531727,6.497739,6.025636,6.202714,6.042485,5.934825,5.752288,6.029582,5.745692
"HOXD11",4.734764,4.997515,4.812318,4.654707,4.464397,4.791102,4.650535,4.532715,5.592858,5.315751,4.441687,4.67165,4.856308,4.660203,4.975152,4.511284
"HOXD3",5.094803,5.103892,5.698371,5.559275,5.111791,5.581975,4.98846,5.178866,5.222932,5.682832,5.089801,5.567981,4.881516,4.814519,5.052541,5.769059
"HOXD4",5.364191,5.135394,4.729601,4.77719,4.592468,4.579554,4.98412,4.635049,4.870427,4.527357,5.574978,5.156133,5.52265,5.067161,4.736732,4.842438
"HP",8.292646,8.846177,6.960663,6.080542,6.107506,9.035597,8.22277,6.059104,4.950493,6.695564,7.991461,7.340202,7.982598,5.513768,5.915859,6.526015
"HP1BP3",6.546287,6.859435,6.73192,6.272092,6.220749,6.37177,6.513375,6.32533,6.403309,5.956852,6.378995,6.788093,6.957016,6.848361,6.360862,6.16538
"HPCAL1",11.18167,10.83422,11.15861,10.72886,11.23135,11.02377,10.91745,10.91276,10.92829,10.71805,10.8915,10.74193,10.77362,11.06809,10.98172,10.79146
"HPCAL4",5.890804,5.929798,6.025714,6.741135,6.200512,5.522313,5.364331,7.133479,6.776233,6.618301,5.742962,5.500454,5.48819,6.672997,6.590438,6.799228
"HPD",4.975152,4.47029,4.541301,5.207145,4.695917,4.641017,4.68075,4.785359,4.954127,4.736275,4.699008,4.626538,4.695321,4.458333,4.70922,4.711698
"HPGD",5.897129,5.848568,5.721233,5.626075,6.104119,5.633513,5.120765,6.071475,4.973817,5.076941,5.506448,5.475597,5.19762,5.410068,5.494723,6.375539
"HPRT1",9.363345,9.222465,9.246953,9.227874,9.106061,9.29767,9.360548,9.45092,9.22657,9.470835,9.492953,9.202612,9.367896,9.402355,9.087958,9.066026
"HPS1",6.452545,6.713668,6.123183,6.077416,6.176504,6.322608,6.299389,5.922935,6.298789,6.250512,5.721845,6.218553,6.363683,6.03465,6.093659,5.895781
"HPS3",7.213073,7.383003,7.35075,6.936676,7.24913,6.790984,7.609473,7.129391,6.591343,6.33561,6.867521,7.301709,7.291897,7.089319,6.656325,7.049077
"HPS4",5.585419,5.656708,5.588988,6.179874,5.429532,6.208189,5.482886,6.200988,5.82759,5.948273,5.877428,5.843809,5.965706,6.315427,6.050839,5.745431
"HPS5",6.959712,7.146714,7.243095,7.620794,7.409532,6.892284,6.776709,7.245536,6.593124,6.65539,7.019644,7.280769,6.639015,7.200174,6.732429,7.252552
"HPS6",9.434621,9.018801,9.824518,9.31947,9.952378,9.453718,9.341912,9.282777,9.120079,9.14732,9.177291,9.50633,9.444181,9.626023,9.107967,9.381035
"HPSE",8.031386,8.610952,7.719662,8.038916,7.621524,8.017954,8.449084,6.893398,7.773918,8.22866,8.039068,7.747435,7.104394,7.422885,7.967042,7.283148
"HPSE2",5.078219,5.307558,4.945009,4.95364,4.7857,5.230701,5.177156,5.484774,4.770681,5.620531,4.55399,4.819414,4.755426,5.307925,4.888348,4.969724
"HR",4.842789,4.835844,4.763009,4.808261,4.954839,4.710754,4.519442,4.832904,5.000672,4.558095,4.664547,4.750855,5.081113,5.977284,5.183949,4.530874
"HRAS",6.519677,6.714308,6.584332,6.449657,6.483377,6.585556,6.370306,6.876367,6.908001,7.628986,6.967692,6.802426,6.936676,6.840879,6.725885,6.901099
"HRASLS",5.037619,4.869758,4.569436,5.387639,5.546913,4.811965,5.720401,4.607414,4.787649,5.313741,5.322012,4.774929,4.719652,4.945454,5.265902,4.659621
"HRASLS2",5.336997,4.85332,6.055767,5.119429,5.609573,4.80016,4.792019,4.961111,4.940031,5.040828,5.340109,6.641764,5.08393,5.25673,6.024942,7.024236
"HRASLS3",9.357535,9.05184,8.529902,8.793499,6.539613,8.575381,8.877187,8.592627,8.117265,7.547418,7.628622,7.55975,9.259137,8.243548,7.182972,8.344163
"HRB",5.696257,6.539277,5.983494,5.64349,6.467892,5.808828,6.204956,5.581783,5.774862,5.171135,6.072165,5.775026,6.270797,5.841439,6.035569,5.810493
"HRES1",4.76677,5.191223,5.186054,4.733924,5.035894,4.835314,5.730567,5.460567,4.926409,6.178473,4.534132,4.762273,5.122757,4.993241,5.279384,4.502142
"HRH1",5.910594,4.618572,5.020451,5.329296,4.863457,4.868827,5.447118,5.223043,5.202591,4.963094,5.28821,4.939981,5.746326,5.193881,5.159054,5.974069
"HRIHFB2122",4.840288,4.872031,5.125737,5.057278,4.756209,4.817348,5.130829,4.754909,4.91683,5.593044,4.660246,4.668518,5.064668,5.039646,5.206131,4.98224
"HRK",5.4623,5.005333,4.781359,5.257621,5.318749,5.536957,5.000672,5.712121,5.015272,5.015973,6.397242,5.758268,4.805336,5.998931,6.317894,5.619219
"HRSP12",5.875321,5.95482,5.894742,6.276621,6.145958,6.18707,5.775107,5.916247,5.679885,6.511777,5.781945,5.777972,5.714834,5.551154,5.97179,6.114797
"HS1BP3",7.557163,7.473872,7.192921,7.081867,6.944692,7.318627,7.061834,7.007241,6.52298,7.460927,7.046715,6.932127,6.753839,6.982325,7.628986,7.043342
"HS2ST1",6.021127,6.372629,6.127567,6.519082,6.560252,6.488427,6.774321,5.431991,5.944719,6.629747,6.702435,6.222401,6.020131,6.12731,6.478668,6.308054
"HS3ST1",4.561758,4.638527,4.512854,4.744506,4.756616,4.590482,4.429189,5.094647,4.573853,4.700843,4.693298,4.509371,4.639421,4.685238,4.594743,4.535865
"HS3ST3A1",4.776697,4.597863,4.6911,5.418289,5.115587,4.766924,5.276241,4.49222,4.660224,4.569243,4.589747,5.142212,5.064167,4.924869,4.778125,4.765812
"HS6ST1",5.121349,4.979141,5.165231,4.825691,5.467667,4.862108,4.893971,5.081192,5.26,4.556062,5.064453,5.824986,4.931156,5.240238,5.192693,4.771343
"HSBP1",10.83771,10.57395,10.39305,10.16235,10.34757,10.36605,10.7332,10.15594,10.48417,10.17919,10.18409,10.40397,10.49087,10.15594,10.34757,10.30506
"HSCB",8.189164,8.034494,8.248054,7.907974,8.247506,8.187921,7.942436,8.321712,7.827557,7.691978,8.380307,8.338882,8.014813,7.996364,7.855748,8.211722
"HSD11B1L",5.328382,5.30293,5.757703,5.420238,5.314135,5.529019,5.263309,5.193584,5.803642,5.419661,5.458102,4.986482,5.268544,5.450043,5.21381,5.080167
"HSD17B10",8.066666,7.525931,7.913,7.825147,7.354615,7.762784,8.158064,7.871616,8.206078,7.789281,7.309456,7.451142,7.844026,7.845503,7.84439,7.591128
"HSD17B11",10.26125,10.48369,9.677794,10.19498,10.03048,10.30768,10.80576,9.062689,9.692171,10.52461,9.989085,10.35299,9.984634,9.606435,10.43298,10.07805
"HSD17B12",8.915256,9.340647,8.504284,9.449383,9.372646,8.845456,9.178212,8.857086,8.567426,9.066378,9.520209,8.90637,9.521264,9.255153,8.600312,8.959554
"HSD17B4",9.924256,9.404499,9.480827,9.386458,9.846911,9.480827,9.621224,9.675059,9.336051,9.435704,9.338688,9.56168,9.327977,9.249148,9.364632,9.223532
"HSD17B6",4.680873,4.993123,4.919829,4.644552,4.851009,4.767353,4.524367,4.630539,4.523414,4.515557,4.701929,5.032242,4.687515,4.650775,4.734574,4.733133
"HSD17B7",10.55299,11.40456,11.18167,11.72863,11.15733,11.5902,10.82962,11.55529,11.12133,11.41556,11.92253,12.17943,11.50466,11.51625,11.0501,11.70562
"HSD17B7P2",5.269321,5.589013,5.592121,5.203498,5.398381,5.286069,5.118588,5.439151,4.685637,4.670094,5.615055,5.506283,5.220737,5.267843,4.713975,5.102272
"HSD3B7",5.407142,4.718782,4.972856,4.732278,4.708474,4.769107,4.484855,5.410513,4.681605,4.427995,4.783979,5.129708,4.726736,4.985183,4.661749,4.593484
"HSDL1",5.202088,5.691529,4.986246,6.102798,5.43715,5.154586,5.048599,5.804216,4.70989,5.15441,6.044769,5.235925,5.443575,5.485096,5.562433,5.546231
"HSDL2",7.287269,7.326037,6.8565,7.6703,7.059492,6.76437,7.320013,7.262714,6.373198,7.094027,7.336609,7.815008,6.808577,6.867194,7.313371,7.190839
"HSF1",5.523489,5.953683,5.919454,5.354729,5.393601,5.810464,5.173561,6.314518,5.613736,5.38722,5.865141,5.538683,5.752509,6.176625,5.685635,5.966687
"HSF2",6.742421,6.286944,6.636505,7.052437,6.740507,6.884152,6.624486,7.286218,7.012254,6.63928,6.87205,6.624486,7.083247,7.290829,6.802755,6.219648
"HSF4",4.812303,4.67366,5.180402,4.745858,4.762784,4.956819,5.165729,4.744449,5.46972,4.555945,4.79488,4.652706,4.938504,5.002625,4.785051,4.90491
"HSF5",4.995126,4.666759,4.793351,5.165882,4.840497,4.648348,4.419331,5.005267,4.553482,5.056051,5.153492,4.956273,4.647621,4.536104,4.396329,4.61216
"HSFYP1",4.88777,5.169898,5.016879,4.904523,4.944322,5.217715,4.627251,4.924543,5.778407,4.721631,4.650836,5.031775,5.193881,5.176097,5.374158,5.317759
"HSGT1",6.37349,6.416137,6.342725,6.231669,5.905861,6.643919,6.819216,6.265928,5.954884,5.339196,6.370306,5.978544,6.619821,6.178753,5.902311,5.962529
"HSH2D",8.156107,8.001847,7.679539,8.196553,8.076419,7.862533,7.99108,8.25365,7.888336,7.69798,7.987236,8.443815,7.707667,7.666939,7.940823,8.858738
"HSN2",4.774728,4.792475,4.975436,5.009951,4.787874,5.072646,4.673739,5.022685,4.721491,4.479022,4.92052,5.156959,4.93396,4.829688,4.887193,5.105836
"HSP90AA1",9.609665,9.607368,9.551264,9.730306,9.602326,9.403038,9.388147,9.534293,9.349615,9.281132,9.649418,9.420892,9.480139,9.410416,9.081416,9.425698
"HSP90AB1",9.652134,9.888955,10.17435,9.979294,10.20706,9.927854,9.876886,10.35008,9.938628,10.00282,9.758745,9.570429,10.41416,10.42063,9.788712,9.757462
"HSP90AB2P",4.868531,4.888124,5.010076,4.941479,5.086007,5.079895,5.179547,4.746575,4.621571,4.614441,4.5952,4.760446,4.658867,4.436845,4.876782,5.023291
"HSP90B1",11.61339,11.52487,11.78419,11.26807,11.59373,11.54169,11.59197,11.34579,11.47649,11.35346,11.60438,11.94018,11.48643,11.47814,11.85843,11.71888
"HSPA12A",4.870591,4.667382,5.287022,4.685016,4.511472,4.541604,5.200893,4.4799,4.918596,4.589849,4.677292,5.030437,4.454558,4.519748,4.787277,4.737269
"HSPA13",5.410516,5.357403,4.849008,5.223014,5.153221,5.170083,5.403121,4.837051,5.385438,4.891292,5.27653,5.13684,5.019734,4.810182,5.346067,5.559901
"HSPA14",8.337132,8.47288,8.728697,8.087388,8.392751,8.055994,7.777237,8.113306,8.412282,7.886823,8.366684,8.695162,8.386071,8.483006,7.857618,8.579695
"HSPA1A",9.324787,10.87047,10.17271,11.30995,11.4202,9.381559,10.46609,9.592952,8.602585,10.21923,9.592952,10.77804,9.129078,8.104279,10.6257,10.61347
"HSPA1B",7.903063,7.371683,7.647424,8.738016,9.413837,7.624233,7.291555,7.010567,6.658896,8.00996,7.540814,7.561948,7.16715,6.670818,7.303841,7.397643
"HSPA1L",7.800377,7.709143,7.5915,8.178691,8.066666,7.822168,7.862902,8.085043,7.494035,8.38648,7.826274,8.140365,8.029701,7.593306,7.964158,8.093255
"HSPA4",7.119453,7.441469,7.567708,7.216157,7.418063,7.284898,7.005827,7.155357,7.178134,7.081668,6.904229,7.151789,6.942575,7.057581,7.322037,7.313311
"HSPA5",8.395257,8.721091,8.614822,7.955738,8.411873,8.32411,8.342096,8.419297,8.232715,8.622598,8.084289,8.423439,8.316681,8.175883,8.204069,8.284552
"HSPA6",8.784717,8.433679,8.7548,8.900915,7.938459,8.613273,8.248844,6.984261,7.771911,8.306242,7.387444,8.75343,7.862735,6.78205,8.369059,8.726205
"HSPA7",8.231157,8.367096,8.802103,8.98798,8.297538,8.744804,8.265216,7.186047,8.090905,8.908425,7.105902,8.306084,7.573319,6.813379,8.162011,8.563273
"HSPA8",11.80051,11.66547,12.38,12.45315,12.5187,11.48256,11.64416,12.81077,11.6584,11.97913,11.96107,11.78809,12.12009,12.072,11.95415,12.07641
"HSPA9",9.985788,9.960265,10.27418,9.906521,10.0418,10.08386,9.916443,10.13064,10.36428,10.08232,10.29214,9.815812,10.11558,10.26422,9.898816,9.875524
"HSPB1",9.923555,10.02974,10.6165,10.83189,10.49371,10.70309,9.697078,10.76161,10.09536,10.63591,10.05094,9.764475,10.32658,10.57794,10.32658,10.21511
"HSPB3",4.777346,4.743428,4.886799,4.841169,4.883757,4.870469,4.726162,4.742741,4.681093,5.69758,4.692619,4.495931,4.812492,4.641883,4.894335,4.572447
"HSPBAP1",7.538632,7.94199,7.932422,7.722141,7.961136,8.322875,8.055228,8.104674,8.165596,7.623482,8.123116,8.027767,7.951951,8.090905,8.2033,7.946213
"HSPBL2",6.110922,6.144704,6.866232,6.101754,5.970848,6.655721,5.826114,6.223764,6.794499,6.431663,5.97013,5.095198,6.05679,6.242241,6.48604,6.455876
